BASE_CASE_15_PROP_PERMX.GRDECL,BASE_CASE_16_PROP_PERMX.GRDECL,BASE_CASE_17_PROP_PERMX.GRDECL,BASE_CASE_18_PROP_PERMX.GRDECL,BASE_CASE_19_PROP_PERMX.GRDECL
58.2276,58.2276,58.2276,58.2276,58.2276
68.6648,68.6648,68.6648,68.6648,68.6648
65.983,65.983,65.983,65.983,65.983
174.76,174.76,174.76,174.76,174.76
162.748,162.748,162.748,162.748,162.748
49.2287,49.2287,49.2287,49.2287,49.2287
57.1685,57.1685,57.1685,57.1685,57.1685
95.1975,95.1975,95.1975,95.1975,95.1975
48.8469,48.8469,48.8469,48.8469,48.8469
71.3296,71.3296,71.3296,71.3296,71.3296
36.7144,36.7144,36.7144,36.7144,36.7144
37.8971,37.8971,37.8971,37.8971,37.8971
50.066,50.066,50.066,50.066,50.066
24.7795,24.7795,24.7795,24.7795,24.7795
33.3106,33.3106,33.3106,33.3106,33.3106
36.5781,36.5781,36.5781,36.5781,36.5781
41.9649,41.9649,41.9649,41.9649,41.9649
68.5667,68.5667,68.5667,68.5667,68.5667
175.457,175.457,175.457,175.457,175.457
159.67,159.67,159.67,159.67,159.67
178.216,178.216,178.216,178.216,178.216
124.511,124.511,124.511,124.511,124.511
49.0516,49.0516,49.0516,49.0516,49.0516
68.5912,68.5912,68.5912,68.5912,68.5912
51.0405,51.0405,51.0405,51.0405,51.0405
65.8206,65.8206,65.8206,65.8206,65.8206
123.063,123.063,123.063,123.063,123.063
198.736,198.736,198.736,198.736,198.736
195.026,195.026,195.026,195.026,195.026
86.3473,86.3473,86.3473,86.3473,86.3473
94.1843,94.1843,94.1843,94.1843,94.1843
106.035,106.035,106.035,106.035,106.035
94.2815,94.2815,94.2815,94.2815,94.2815
36.5657,36.5657,36.5657,36.5657,36.5657
33.8802,33.8802,33.8802,33.8802,33.8802
23.7992,23.7992,23.7992,23.7992,23.7992
33.4098,33.4098,33.4098,33.4098,33.4098
27.6401,27.6401,27.6401,27.6401,27.6401
36.979,36.979,36.979,36.979,36.979
25.4199,25.4199,25.4199,25.4199,25.4199
32.4975,32.4975,32.4975,32.4975,32.4975
63.7922,63.7922,63.7922,63.7922,63.7922
84.7845,84.7845,84.7845,84.7845,84.7845
50.6248,50.6248,50.6248,50.6248,50.6248
91.6337,91.6337,91.6337,91.6337,91.6337
48.1925,48.1925,48.1925,48.1925,48.1925
61.0525,61.0525,61.0525,61.0525,61.0525
122.268,122.268,122.268,122.268,122.268
175.431,175.431,175.431,175.431,175.431
123.164,123.164,123.164,123.164,123.164
233.391,233.391,233.391,233.391,233.391
238.526,238.526,238.526,238.526,238.526
209.096,209.096,209.096,209.096,209.096
72.1138,72.1138,72.1138,72.1138,72.1138
114.714,114.714,114.714,114.714,114.714
48.8677,48.8677,48.8677,48.8677,48.8677
36.6926,36.6926,36.6926,36.6926,36.6926
37.9706,37.9706,37.9706,37.9706,37.9706
37.5689,37.5689,37.5689,37.5689,37.5689
32.1574,32.1574,32.1574,32.1574,32.1574
31.4804,31.4804,31.4804,31.4804,31.4804
42.0,42.0,42.0,42.0,42.0
25.0073,25.0073,25.0073,25.0073,25.0073
34.1931,34.1931,34.1931,34.1931,34.1931
25.4765,25.4765,25.4765,25.4765,25.4765
43.4417,43.4417,43.4417,43.4417,43.4417
95.1617,95.1617,95.1617,95.1617,95.1617
85.4415,85.4415,85.4415,85.4415,85.4415
159.454,159.454,159.454,159.454,159.454
67.5039,67.5039,67.5039,67.5039,67.5039
51.0871,51.0871,51.0871,51.0871,51.0871
74.5536,74.5536,74.5536,74.5536,74.5536
205.96,205.96,205.96,205.96,205.96
275.709,275.709,275.709,275.709,275.709
179.801,179.801,179.801,179.801,179.801
184.264,184.264,184.264,184.264,184.264
215.749,215.749,215.749,215.749,215.749
15.2026,15.2026,15.2026,15.2026,15.2026
27.7153,27.7153,27.7153,27.7153,27.7153
15.7418,15.7418,15.7418,15.7418,15.7418
11.62,11.62,11.62,11.62,11.62
14.77,14.77,14.77,14.77,14.77
23.8126,23.8126,23.8126,23.8126,23.8126
33.8686,33.8686,33.8686,33.8686,33.8686
14.5884,14.5884,14.5884,14.5884,14.5884
32.9758,32.9758,32.9758,32.9758,32.9758
16.813,16.813,16.813,16.813,16.813
11.8909,11.8909,11.8909,11.8909,11.8909
24.8731,24.8731,24.8731,24.8731,24.8731
17.3301,17.3301,17.3301,17.3301,17.3301
17.7053,17.7053,17.7053,17.7053,17.7053
24.137,24.137,24.137,24.137,24.137
27.1583,27.1583,27.1583,27.1583,27.1583
13.9561,13.9561,13.9561,13.9561,13.9561
29.2529,29.2529,29.2529,29.2529,29.2529
31.2361,31.2361,31.2361,31.2361,31.2361
44.2463,44.2463,44.2463,44.2463,44.2463
54.8249,54.8249,54.8249,54.8249,54.8249
29.1845,29.1845,29.1845,29.1845,29.1845
22.3954,22.3954,22.3954,22.3954,22.3954
13.9678,13.9678,13.9678,13.9678,13.9678
12.4688,12.4688,12.4688,12.4688,12.4688
14.0153,14.0153,14.0153,14.0153,14.0153
14.205,14.205,14.205,14.205,14.205
17.9893,17.9893,17.9893,17.9893,17.9893
26.4378,26.4378,26.4378,26.4378,26.4378
31.3178,31.3178,31.3178,31.3178,31.3178
15.708,15.708,15.708,15.708,15.708
17.4272,17.4272,17.4272,17.4272,17.4272
21.2242,21.2242,21.2242,21.2242,21.2242
25.3706,25.3706,25.3706,25.3706,25.3706
11.9499,11.9499,11.9499,11.9499,11.9499
9.2862,9.2862,9.2862,9.2862,9.2862
15.8147,15.8147,15.8147,15.8147,15.8147
12.0489,12.0489,12.0489,12.0489,12.0489
9.85104,9.85104,9.85104,9.85104,9.85104
9.60736,9.60736,9.60736,9.60736,9.60736
10.8443,10.8443,10.8443,10.8443,10.8443
24.9815,24.9815,24.9815,24.9815,24.9815
22.9537,22.9537,22.9537,22.9537,22.9537
15.9251,15.9251,15.9251,15.9251,15.9251
35.4976,35.4976,35.4976,35.4976,35.4976
25.7987,25.7987,25.7987,25.7987,25.7987
15.6936,15.6936,15.6936,15.6936,15.6936
25.5842,25.5842,25.5842,25.5842,25.5842
8.13058,8.13058,8.13058,8.13058,8.13058
9.49557,9.49557,9.49557,9.49557,9.49557
9.72729,9.72729,9.72729,9.72729,9.72729
16.2008,16.2008,16.2008,16.2008,16.2008
31.6539,31.6539,31.6539,31.6539,31.6539
33.9116,33.9116,33.9116,33.9116,33.9116
17.5597,17.5597,17.5597,17.5597,17.5597
15.7474,15.7474,15.7474,15.7474,15.7474
31.6743,31.6743,31.6743,31.6743,31.6743
13.9422,13.9422,13.9422,13.9422,13.9422
8.51502,8.51502,8.51502,8.51502,8.51502
11.859,11.859,11.859,11.859,11.859
10.1802,10.1802,10.1802,10.1802,10.1802
9.01916,9.01916,9.01916,9.01916,9.01916
8.48304,8.48304,8.48304,8.48304,8.48304
8.90051,8.90051,8.90051,8.90051,8.90051
15.6915,15.6915,15.6915,15.6915,15.6915
31.9124,31.9124,31.9124,31.9124,31.9124
25.512,25.512,25.512,25.512,25.512
17.7114,17.7114,17.7114,17.7114,17.7114
17.7621,17.7621,17.7621,17.7621,17.7621
15.8853,15.8853,15.8853,15.8853,15.8853
16.9515,16.9515,16.9515,16.9515,16.9515
17.1801,17.1801,17.1801,17.1801,17.1801
12.9154,12.9154,12.9154,12.9154,12.9154
12.0635,12.0635,12.0635,12.0635,12.0635
13.682,13.682,13.682,13.682,13.682
14.1714,14.1714,14.1714,14.1714,14.1714
26.9985,26.9985,26.9985,26.9985,26.9985
33.8821,33.8821,33.8821,33.8821,33.8821
31.7523,31.7523,31.7523,31.7523,31.7523
17.6074,17.6074,17.6074,17.6074,17.6074
30.9094,30.9094,30.9094,30.9094,30.9094
14.0751,14.0751,14.0751,14.0751,14.0751
13.8094,13.8094,13.8094,13.8094,13.8094
11.8332,11.8332,11.8332,11.8332,11.8332
11.9439,11.9439,11.9439,11.9439,11.9439
11.9088,11.9088,11.9088,11.9088,11.9088
6.51801,6.51801,6.51801,6.51801,6.51801
9.26986,9.26986,9.26986,9.26986,9.26986
13.975,13.975,13.975,13.975,13.975
14.3491,14.3491,14.3491,14.3491,14.3491
15.3558,15.3558,15.3558,15.3558,15.3558
25.4153,25.4153,25.4153,25.4153,25.4153
27.5804,27.5804,27.5804,27.5804,27.5804
15.4885,15.4885,15.4885,15.4885,15.4885
19.0773,19.0773,19.0773,19.0773,19.0773
11.9753,11.9753,11.9753,11.9753,11.9753
14.6923,14.6923,14.6923,14.6923,14.6923
18.488,18.488,18.488,18.488,18.488
11.1263,11.1263,11.1263,11.1263,11.1263
12.0173,12.0173,12.0173,12.0173,12.0173
9.01954,9.01954,9.01954,9.01954,9.01954
16.2584,16.2584,16.2584,16.2584,16.2584
37.7339,37.7339,37.7339,37.7339,37.7339
25.5446,25.5446,25.5446,25.5446,25.5446
18.4128,18.4128,18.4128,18.4128,18.4128
13.9187,13.9187,13.9187,13.9187,13.9187
19.3018,19.3018,19.3018,19.3018,19.3018
31.6954,31.6954,31.6954,31.6954,31.6954
12.0362,12.0362,12.0362,12.0362,12.0362
13.8096,13.8096,13.8096,13.8096,13.8096
14.0296,14.0296,14.0296,14.0296,14.0296
11.9639,11.9639,11.9639,11.9639,11.9639
10.8012,10.8012,10.8012,10.8012,10.8012
9.04963,9.04963,9.04963,9.04963,9.04963
9.2098,9.2098,9.2098,9.2098,9.2098
9.33543,9.33543,9.33543,9.33543,9.33543
6.901,6.901,6.901,6.901,6.901
13.5063,13.5063,13.5063,13.5063,13.5063
12.5012,12.5012,12.5012,12.5012,12.5012
10.9236,10.9236,10.9236,10.9236,10.9236
27.4899,27.4899,27.4899,27.4899,27.4899
24.4143,24.4143,24.4143,24.4143,24.4143
16.2084,16.2084,16.2084,16.2084,16.2084
19.4218,19.4218,19.4218,19.4218,19.4218
19.5516,19.5516,19.5516,19.5516,19.5516
31.3516,31.3516,31.3516,31.3516,31.3516
14.0882,14.0882,14.0882,14.0882,14.0882
33.8972,33.8972,33.8972,33.8972,33.8972
32.4172,32.4172,32.4172,32.4172,32.4172
25.3798,25.3798,25.3798,25.3798,25.3798
32.3887,32.3887,32.3887,32.3887,32.3887
32.3898,32.3898,32.3898,32.3898,32.3898
13.9061,13.9061,13.9061,13.9061,13.9061
16.7048,16.7048,16.7048,16.7048,16.7048
14.124,14.124,14.124,14.124,14.124
12.9104,12.9104,12.9104,12.9104,12.9104
15.2851,15.2851,15.2851,15.2851,15.2851
16.592,16.592,16.592,16.592,16.592
8.83842,8.83842,8.83842,8.83842,8.83842
11.0625,11.0625,11.0625,11.0625,11.0625
9.32767,9.32767,9.32767,9.32767,9.32767
12.6314,12.6314,12.6314,12.6314,12.6314
8.70303,8.70303,8.70303,8.70303,8.70303
14.7902,14.7902,14.7902,14.7902,14.7902
17.5272,17.5272,17.5272,17.5272,17.5272
36.6337,36.6337,36.6337,36.6337,36.6337
31.6186,31.6186,31.6186,31.6186,31.6186
24.8982,24.8982,24.8982,24.8982,24.8982
31.3275,31.3275,31.3275,31.3275,31.3275
13.9107,13.9107,13.9107,13.9107,13.9107
8.78182,8.78182,8.78182,8.78182,8.78182
31.6047,31.6047,31.6047,31.6047,31.6047
62.7157,62.7157,62.7157,62.7157,62.7157
47.0082,47.0082,47.0082,47.0082,47.0082
35.4768,35.4768,35.4768,35.4768,35.4768
31.4372,31.4372,31.4372,31.4372,31.4372
13.9536,13.9536,13.9536,13.9536,13.9536
27.1007,27.1007,27.1007,27.1007,27.1007
25.5392,25.5392,25.5392,25.5392,25.5392
32.5049,32.5049,32.5049,32.5049,32.5049
31.7221,31.7221,31.7221,31.7221,31.7221
20.0527,20.0527,20.0527,20.0527,20.0527
13.2712,13.2712,13.2712,13.2712,13.2712
9.89763,9.89763,9.89763,9.89763,9.89763
9.04062,9.04062,9.04062,9.04062,9.04062
8.40061,8.40061,8.40061,8.40061,8.40061
12.0185,12.0185,12.0185,12.0185,12.0185
8.44111,8.44111,8.44111,8.44111,8.44111
27.1748,27.1748,27.1748,27.1748,27.1748
33.9205,33.9205,33.9205,33.9205,33.9205
35.811,35.811,35.811,35.811,35.811
36.6402,36.6402,36.6402,36.6402,36.6402
18.9033,18.9033,18.9033,18.9033,18.9033
19.9983,19.9983,19.9983,19.9983,19.9983
49.6692,49.6692,49.6692,49.6692,49.6692
27.9917,27.9917,27.9917,27.9917,27.9917
36.3193,36.3193,36.3193,36.3193,36.3193
37.8293,37.8293,37.8293,37.8293,37.8293
30.629,30.629,30.629,30.629,30.629
12.0231,12.0231,12.0231,12.0231,12.0231
16.3593,16.3593,16.3593,16.3593,16.3593
25.3277,25.3277,25.3277,25.3277,25.3277
31.7285,31.7285,31.7285,31.7285,31.7285
41.9711,41.9711,41.9711,41.9711,41.9711
33.8587,33.8587,33.8587,33.8587,33.8587
18.8377,18.8377,18.8377,18.8377,18.8377
17.1678,17.1678,17.1678,17.1678,17.1678
14.3152,14.3152,14.3152,14.3152,14.3152
11.9296,11.9296,11.9296,11.9296,11.9296
12.0869,12.0869,12.0869,12.0869,12.0869
6.39049,6.39049,6.39049,6.39049,6.39049
10.7311,10.7311,10.7311,10.7311,10.7311
31.6571,31.6571,31.6571,31.6571,31.6571
41.9337,41.9337,41.9337,41.9337,41.9337
36.4427,36.4427,36.4427,36.4427,36.4427
36.3851,36.3851,36.3851,36.3851,36.3851
31.6057,31.6057,31.6057,31.6057,31.6057
37.6109,37.6109,37.6109,37.6109,37.6109
36.7648,36.7648,36.7648,36.7648,36.7648
63.891,63.891,63.891,63.891,63.891
48.7767,48.7767,48.7767,48.7767,48.7767
27.3084,27.3084,27.3084,27.3084,27.3084
14.764,14.764,14.764,14.764,14.764
13.7724,13.7724,13.7724,13.7724,13.7724
17.2336,17.2336,17.2336,17.2336,17.2336
19.0201,19.0201,19.0201,19.0201,19.0201
36.4512,36.4512,36.4512,36.4512,36.4512
15.6405,15.6405,15.6405,15.6405,15.6405
34.0422,34.0422,34.0422,34.0422,34.0422
34.1326,34.1326,34.1326,34.1326,34.1326
22.8089,22.8089,22.8089,22.8089,22.8089
13.8317,13.8317,13.8317,13.8317,13.8317
13.8351,13.8351,13.8351,13.8351,13.8351
7.35225,7.35225,7.35225,7.35225,7.35225
6.25949,6.25949,6.25949,6.25949,6.25949
12.8142,12.8142,12.8142,12.8142,12.8142
91.1198,91.1198,91.1198,91.1198,91.1198
50.9572,50.9572,50.9572,50.9572,50.9572
37.7598,37.7598,37.7598,37.7598,37.7598
36.0509,36.0509,36.0509,36.0509,36.0509
36.6404,36.6404,36.6404,36.6404,36.6404
32.5528,32.5528,32.5528,32.5528,32.5528
29.1023,29.1023,29.1023,29.1023,29.1023
36.6036,36.6036,36.6036,36.6036,36.6036
50.6282,50.6282,50.6282,50.6282,50.6282
72.3817,72.3817,72.3817,72.3817,72.3817
36.4821,36.4821,36.4821,36.4821,36.4821
15.0862,15.0862,15.0862,15.0862,15.0862
17.3642,17.3642,17.3642,17.3642,17.3642
25.5918,25.5918,25.5918,25.5918,25.5918
31.6355,31.6355,31.6355,31.6355,31.6355
32.2483,32.2483,32.2483,32.2483,32.2483
47.4777,47.4777,47.4777,47.4777,47.4777
36.4293,36.4293,36.4293,36.4293,36.4293
25.6056,25.6056,25.6056,25.6056,25.6056
17.2832,17.2832,17.2832,17.2832,17.2832
6.43191,6.43191,6.43191,6.43191,6.43191
2.55306,2.55306,2.55306,2.55306,2.55306
3.63107,3.63107,3.63107,3.63107,3.63107
8.67217,8.67217,8.67217,8.67217,8.67217
171.126,171.126,171.126,171.126,171.126
86.354,86.354,86.354,86.354,86.354
56.5533,56.5533,56.5533,56.5533,56.5533
32.1884,32.1884,32.1884,32.1884,32.1884
21.5567,21.5567,21.5567,21.5567,21.5567
26.4928,26.4928,26.4928,26.4928,26.4928
13.542,13.542,13.542,13.542,13.542
32.54,32.54,32.54,32.54,32.54
49.0368,49.0368,49.0368,49.0368,49.0368
50.0575,50.0575,50.0575,50.0575,50.0575
32.7033,32.7033,32.7033,32.7033,32.7033
22.0258,22.0258,22.0258,22.0258,22.0258
37.5049,37.5049,37.5049,37.5049,37.5049
17.6145,17.6145,17.6145,17.6145,17.6145
33.8524,33.8524,33.8524,33.8524,33.8524
28.6299,28.6299,28.6299,28.6299,28.6299
47.7116,47.7116,47.7116,47.7116,47.7116
52.4852,52.4852,52.4852,52.4852,52.4852
30.8594,30.8594,30.8594,30.8594,30.8594
9.2676,9.2676,9.2676,9.2676,9.2676
5.52425,5.52425,5.52425,5.52425,5.52425
5.65398,5.65398,5.65398,5.65398,5.65398
5.5889,5.5889,5.5889,5.5889,5.5889
9.18708,9.18708,9.18708,9.18708,9.18708
99.9623,99.9623,99.9623,99.9623,99.9623
94.4447,94.4447,94.4447,94.4447,94.4447
36.5753,36.5753,36.5753,36.5753,36.5753
33.8698,33.8698,33.8698,33.8698,33.8698
31.4106,31.4106,31.4106,31.4106,31.4106
19.288,19.288,19.288,19.288,19.288
15.2569,15.2569,15.2569,15.2569,15.2569
14.0167,14.0167,14.0167,14.0167,14.0167
26.1972,26.1972,26.1972,26.1972,26.1972
51.1021,51.1021,51.1021,51.1021,51.1021
31.43,31.43,31.43,31.43,31.43
28.9315,28.9315,28.9315,28.9315,28.9315
30.8298,30.8298,30.8298,30.8298,30.8298
33.9106,33.9106,33.9106,33.9106,33.9106
36.928,36.928,36.928,36.928,36.928
33.8505,33.8505,33.8505,33.8505,33.8505
37.8772,37.8772,37.8772,37.8772,37.8772
14.2274,14.2274,14.2274,14.2274,14.2274
4.9023,4.9023,4.9023,4.9023,4.9023
8.2292,8.2292,8.2292,8.2292,8.2292
6.08417,6.08417,6.08417,6.08417,6.08417
5.97328,5.97328,5.97328,5.97328,5.97328
7.49223,7.49223,7.49223,7.49223,7.49223
8.14763,8.14763,8.14763,8.14763,8.14763
73.7235,73.7235,73.7235,73.7235,73.7235
41.9443,41.9443,41.9443,41.9443,41.9443
32.9513,32.9513,32.9513,32.9513,32.9513
14.8187,14.8187,14.8187,14.8187,14.8187
17.8991,17.8991,17.8991,17.8991,17.8991
13.3843,13.3843,13.3843,13.3843,13.3843
13.7029,13.7029,13.7029,13.7029,13.7029
19.0192,19.0192,19.0192,19.0192,19.0192
34.2522,34.2522,34.2522,34.2522,34.2522
16.1788,16.1788,16.1788,16.1788,16.1788
31.2335,31.2335,31.2335,31.2335,31.2335
14.3085,14.3085,14.3085,14.3085,14.3085
31.6163,31.6163,31.6163,31.6163,31.6163
35.7334,35.7334,35.7334,35.7334,35.7334
40.6315,40.6315,40.6315,40.6315,40.6315
31.6789,31.6789,31.6789,31.6789,31.6789
32.2669,32.2669,32.2669,32.2669,32.2669
12.7291,12.7291,12.7291,12.7291,12.7291
6.4245,6.4245,6.4245,6.4245,6.4245
7.24651,7.24651,7.24651,7.24651,7.24651
0.0,0.0,0.0,0.0,0.0
5.76521,5.76521,5.76521,5.76521,5.76521
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
97.4407,97.4407,97.4407,97.4407,97.4407
33.9009,33.9009,33.9009,33.9009,33.9009
23.4665,23.4665,23.4665,23.4665,23.4665
14.0628,14.0628,14.0628,14.0628,14.0628
20.0663,20.0663,20.0663,20.0663,20.0663
24.6683,24.6683,24.6683,24.6683,24.6683
31.6045,31.6045,31.6045,31.6045,31.6045
49.8914,49.8914,49.8914,49.8914,49.8914
58.7886,58.7886,58.7886,58.7886,58.7886
27.9278,27.9278,27.9278,27.9278,27.9278
31.7267,31.7267,31.7267,31.7267,31.7267
31.2643,31.2643,31.2643,31.2643,31.2643
31.6742,31.6742,31.6742,31.6742,31.6742
30.8805,30.8805,30.8805,30.8805,30.8805
37.644,37.644,37.644,37.644,37.644
21.9586,21.9586,21.9586,21.9586,21.9586
31.2223,31.2223,31.2223,31.2223,31.2223
14.1137,14.1137,14.1137,14.1137,14.1137
8.01175,8.01175,8.01175,8.01175,8.01175
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
49.4988,49.4988,49.4988,49.4988,49.4988
37.8015,37.8015,37.8015,37.8015,37.8015
37.7438,37.7438,37.7438,37.7438,37.7438
16.2828,16.2828,16.2828,16.2828,16.2828
15.4071,15.4071,15.4071,15.4071,15.4071
31.5339,31.5339,31.5339,31.5339,31.5339
49.0333,49.0333,49.0333,49.0333,49.0333
94.5835,94.5835,94.5835,94.5835,94.5835
51.0057,51.0057,51.0057,51.0057,51.0057
37.8112,37.8112,37.8112,37.8112,37.8112
51.8156,51.8156,51.8156,51.8156,51.8156
37.7135,37.7135,37.7135,37.7135,37.7135
45.4328,45.4328,45.4328,45.4328,45.4328
31.2857,31.2857,31.2857,31.2857,31.2857
39.2391,39.2391,39.2391,39.2391,39.2391
41.7864,41.7864,41.7864,41.7864,41.7864
38.314,38.314,38.314,38.314,38.314
30.9527,30.9527,30.9527,30.9527,30.9527
13.8117,13.8117,13.8117,13.8117,13.8117
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
38.7076,38.7076,38.7076,38.7076,38.7076
36.0927,36.0927,36.0927,36.0927,36.0927
70.3398,70.3398,70.3398,70.3398,70.3398
35.8384,35.8384,35.8384,35.8384,35.8384
36.0102,36.0102,36.0102,36.0102,36.0102
84.8033,84.8033,84.8033,84.8033,84.8033
112.717,112.717,112.717,112.717,112.717
62.6018,62.6018,62.6018,62.6018,62.6018
33.7979,33.7979,33.7979,33.7979,33.7979
49.488,49.488,49.488,49.488,49.488
51.0368,51.0368,51.0368,51.0368,51.0368
51.0977,51.0977,51.0977,51.0977,51.0977
33.5259,33.5259,33.5259,33.5259,33.5259
40.2175,40.2175,40.2175,40.2175,40.2175
52.7961,52.7961,52.7961,52.7961,52.7961
85.0351,85.0351,85.0351,85.0351,85.0351
59.7175,59.7175,59.7175,59.7175,59.7175
37.1599,37.1599,37.1599,37.1599,37.1599
22.3982,22.3982,22.3982,22.3982,22.3982
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
28.1612,28.1612,28.1612,28.1612,28.1612
66.2955,66.2955,66.2955,66.2955,66.2955
86.4964,86.4964,86.4964,86.4964,86.4964
37.8573,37.8573,37.8573,37.8573,37.8573
35.6565,35.6565,35.6565,35.6565,35.6565
44.2289,44.2289,44.2289,44.2289,44.2289
37.824,37.824,37.824,37.824,37.824
33.0713,33.0713,33.0713,33.0713,33.0713
32.9594,32.9594,32.9594,32.9594,32.9594
51.0319,51.0319,51.0319,51.0319,51.0319
36.4339,36.4339,36.4339,36.4339,36.4339
39.7297,39.7297,39.7297,39.7297,39.7297
50.9899,50.9899,50.9899,50.9899,50.9899
100.147,100.147,100.147,100.147,100.147
70.1353,70.1353,70.1353,70.1353,70.1353
52.3641,52.3641,52.3641,52.3641,52.3641
70.3025,70.3025,70.3025,70.3025,70.3025
61.9267,61.9267,61.9267,61.9267,61.9267
88.7046,88.7046,88.7046,88.7046,88.7046
31.1904,31.1904,31.1904,31.1904,31.1904
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
36.5276,36.5276,36.5276,36.5276,36.5276
48.6926,48.6926,48.6926,48.6926,48.6926
33.5882,33.5882,33.5882,33.5882,33.5882
40.0947,40.0947,40.0947,40.0947,40.0947
75.9742,75.9742,75.9742,75.9742,75.9742
20.0162,20.0162,20.0162,20.0162,20.0162
36.258,36.258,36.258,36.258,36.258
32.0847,32.0847,32.0847,32.0847,32.0847
22.7543,22.7543,22.7543,22.7543,22.7543
31.3273,31.3273,31.3273,31.3273,31.3273
36.7659,36.7659,36.7659,36.7659,36.7659
72.164,72.164,72.164,72.164,72.164
57.2299,57.2299,57.2299,57.2299,57.2299
110.873,110.873,110.873,110.873,110.873
86.0855,86.0855,86.0855,86.0855,86.0855
124.179,124.179,124.179,124.179,124.179
122.114,122.114,122.114,122.114,122.114
78.1792,78.1792,78.1792,78.1792,78.1792
60.4678,60.4678,60.4678,60.4678,60.4678
89.9046,89.9046,89.9046,89.9046,89.9046
110.893,110.893,110.893,110.893,110.893
37.8979,37.8979,37.8979,37.8979,37.8979
85.6395,85.6395,85.6395,85.6395,85.6395
84.4436,84.4436,84.4436,84.4436,84.4436
53.4976,53.4976,53.4976,53.4976,53.4976
68.7905,68.7905,68.7905,68.7905,68.7905
20.1017,20.1017,20.1017,20.1017,20.1017
26.3065,26.3065,26.3065,26.3065,26.3065
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
112.605,112.605,112.605,112.605,112.605
111.036,111.036,111.036,111.036,111.036
94.0752,94.0752,94.0752,94.0752,94.0752
86.2944,86.2944,86.2944,86.2944,86.2944
68.6078,68.6078,68.6078,68.6078,68.6078
28.8132,28.8132,28.8132,28.8132,28.8132
33.8801,33.8801,33.8801,33.8801,33.8801
37.8498,37.8498,37.8498,37.8498,37.8498
53.5639,53.5639,53.5639,53.5639,53.5639
33.4785,33.4785,33.4785,33.4785,33.4785
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
28.8273,28.8273,28.8273,28.8273,28.8273
49.0374,49.0374,49.0374,49.0374,49.0374
38.9734,38.9734,38.9734,38.9734,38.9734
31.1385,31.1385,31.1385,31.1385,31.1385
37.3538,37.3538,37.3538,37.3538,37.3538
37.9781,37.9781,37.9781,37.9781,37.9781
33.9137,33.9137,33.9137,33.9137,33.9137
37.9288,37.9288,37.9288,37.9288,37.9288
69.2748,69.2748,69.2748,69.2748,69.2748
54.0223,54.0223,54.0223,54.0223,54.0223
51.1131,51.1131,51.1131,51.1131,51.1131
35.9901,35.9901,35.9901,35.9901,35.9901
0.0,0.0,0.0,0.0,0.0
35.285,35.285,35.285,35.285,35.285
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
36.6197,36.6197,36.6197,36.6197,36.6197
52.9635,52.9635,52.9635,52.9635,52.9635
38.0802,38.0802,38.0802,38.0802,38.0802
34.8862,34.8862,34.8862,34.8862,34.8862
31.8862,31.8862,31.8862,31.8862,31.8862
51.0955,51.0955,51.0955,51.0955,51.0955
26.4369,26.4369,26.4369,26.4369,26.4369
